Name,,,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1/38 Victoria St,,,,Coburg,-37.7424,144.961,h,500000,4,1,3/09/2015,0.02,1,0
12 Geake St,,,,Coburg,-37.7384,144.9617,h,830000,2,298,22/03/2020,5,7,0
136 Gordon St,,,,Coburg,-37.7443,144.9494,h,1194500,1,157,5/07/2020,2.62,1,365
44 Quarry Cct,,,,Coburg,-37.7363,144.9723,u,425000,1,0,,,1,0
133 Rennie St,,,,Coburg,-37.7517,144.9795,h,645000,2,34,11/03/2020,0.57,1,180
38B Livingstone St,,,,Coburg North,-37.7246,144.9828,h,895000,1,4,30/12/2015,0.07,1,0
15 Ronald St,,,,Coburg North,-37.7305,144.9803,h,655000,7,0,,,1,0
3/1 Headley St,,,,Coburg North,-37.7297,144.9645,t,631000,1,5,11/10/2015,0.08,1,0
5/1 Headley St,,,,Coburg North,-37.7295,144.9641,t,600000,5,12,5/01/2020,0.21,1,0
24 Newlands Rd,,,,Coburg North,-37.7329,144.9721,h,820000,3,12,15/02/2016,0.21,1,0
4 Pixel Cct,,,,Coburg North,-37.7308,144.9832,h,715000,3,0,,,1,0
53 Ronald St,,,,Coburg North,-37.7303,144.9773,h,735000,2,42,19/05/2020,0.76,1,321
27 McMahons Rd,,,,Coburg North,-37.7283,144.969,h,864000,2,8,29/09/2019,0.14,2,0
7 Manly Ct,,,,Coburg North,-37.7201,144.9696,h,700000,1,0,,,1,0
199 Elizabeth St,,,,Coburg North,-37.7271,144.9842,h,735000,2,1,23/12/2015,0.02,1,0
2b Rollo St,,,,Coburg North,-37.721,144.9527,t,591000,1,207,5/07/2020,3.47,1,365
17 Mathieson St,,,,Coburg North,-37.7205,144.9659,h,860000,1,246,20/03/2020,4.31,1,271
4 Sharp Gr,,,,Coburg North,-37.723,144.96,h,765000,2,0,,,1,0
13 Pixel Cct,,,,Coburg North,-37.7307,144.9826,h,625000,3,5,24/03/2016,0.09,1,0
1 Boyne St,,,,Coburg North,-37.732,144.9832,h,745000,3,13,14/07/2017,0.24,1,0
19A Tilley St,,,,Coburg North,-37.7266,144.9823,h,1050000,1,0,,,1,365
23 Goleen St,,,,Coburg North,-37.7269,144.9654,h,782000,4,1,30/01/2016,0.02,1,0
17 Convent Ct,,,,Coburg North,-37.7297,144.9654,h,935000,2,11,4/04/2017,0.18,1,0
9 Marama St,,,,Coburg North,-37.7197,144.9585,h,1009000,7,0,,,1,0
1 McDonnell Rd,,,,Coburg North,-37.7276,144.9688,h,820000,5,4,12/03/2017,0.07,1,0
5 Rollo St,,,,Coburg North,-37.7215,144.9533,h,780000,1,9,27/12/2019,0.15,19,173
25 Williams Rd,,,,Coburg North,-37.7305,144.9605,h,707000,3,47,15/03/2020,0.84,1,363
16 Smith St,,,,Coburg North,-37.728,144.963,h,772000,1,1,5/10/2015,0.02,1,0
47 Boyne St,,,,Coburg North,-37.7316,144.9789,h,745000,1,179,8/08/2020,3,31,1
2/26 Renown St,,,,Coburg North,-37.73,144.9629,u,532500,1,185,26/07/2020,3.11,1,365
18 Ronald St,,,,Coburg North,-37.7305,144.9809,h,750000,7,14,30/12/2019,0.23,1,230
3 Aperture St,,,,Coburg North,-37.7295,144.982,h,815000,3,75,26/12/2017,1.26,1,0
127 Elizabeth St,,,,Coburg North,-37.7323,144.9833,h,637000,3,197,15/07/2020,3.32,2,41
143 Elizabeth St,,,,Coburg North,-37.7308,144.9836,h,950000,2,6,13/03/2020,0.3,1,0
2 Headley St,,,,Coburg North,-37.7297,144.9648,h,780000,1,4,27/04/2018,0.12,4,217
3 Golf Rd,,,,Coburg North,-37.734,144.9728,h,860000,2,8,16/04/2016,0.14,2,0
27 Snapshot Dr,,,,Coburg North,-37.7302,144.9816,h,1172000,2,35,24/03/2018,0.59,1,49
67 Boundary Rd,,,,Coburg North,-37.7187,144.9564,h,530000,1,4,21/10/2019,0.07,4,365
203b Elizabeth St,,,,Coburg North,-37.7263,144.9843,t,570000,1,0,,,1,0
146 Elizabeth St,,,,Coburg North,-37.7284,144.9843,h,2000000,7,2,29/12/2017,0.04,1,83
64 Elizabeth St,,,,Coburg North,-37.7351,144.9833,h,650000,10,0,,,1,0
24 Norris St,,,,Coburg North,-37.7242,144.9612,h,792000,7,52,20/03/2020,0.88,7,58
45 Shorts Rd,,,,Coburg North,-37.7236,144.9576,h,720000,14,0,,,1,0
2 Carr St,,,,Coburg North,-37.7307,144.9704,h,970000,5,1,6/10/2015,0.02,1,0
69 Hotham St,,,,Collingwood,-37.7968,144.9891,t,750000,28,77,25/03/2019,1.35,1,281
130 Keele St,,,,Collingwood,-37.7974,144.9915,h,890000,25,1,10/02/2016,0.02,1,0
10/79 Oxford St,,,,Collingwood,-37.8042,144.9845,u,1260000,2,3,1/12/2015,0.05,2,0
2/79 Oxford St,,,,Collingwood,-37.8042,144.9845,u,855000,3,11,31/12/2019,0.19,25,89
20 Hotham St,,,,Collingwood,-37.7962,144.9866,h,1260000,1,0,,,1,0
65B Hotham St,,,,Collingwood,-37.7969,144.9885,h,1320000,2,69,28/02/2020,1.18,1,79
93 Hotham St,,,,Collingwood,-37.7969,144.9905,h,1430000,2,8,1/10/2017,0.14,1,87
15/18 Islington St,,,,Collingwood,-37.8083,144.9908,t,1125000,2,8,15/02/2016,0.13,1,0
4/170 Oxford St,,,,Collingwood,-37.8035,144.985,u,950000,1,0,,,1,173
6/78 Oxford St,,,,Collingwood,-37.8035,144.985,u,910000,7,0,,,9,180
9/22 Stanley St,,,,Collingwood,-37.802,144.9848,u,452000,1,69,28/07/2019,1.15,3,0
306/40 Stanley St,,,,Collingwood,-37.802,144.9854,u,440000,3,2,25/01/2020,0.04,1,1
110/3 Hoddle St,,,,Collingwood,-37.809,144.9911,u,415000,2,16,31/12/2016,0.29,1,0
20 Emma St,,,,Collingwood,-37.7948,144.9861,h,1015000,2,65,16/03/2020,1.09,1,365
307/11 Hoddle St,,,,Collingwood,-37.809,144.9911,u,372000,2,1,15/06/2019,0.07,1,0
5/77 Little Oxford St,,,,Collingwood,-37.8032,144.9842,u,1326000,2,160,13/07/2020,2.73,41,237
130 Perry St,,,,Collingwood,-37.8006,144.9925,t,910000,2,8,2/07/2016,0.14,1,0
1/79 Oxford St,,,,Collingwood,-37.8042,144.9845,h,1230000,3,1,26/10/2015,0.02,1,0
382 Wellington St,,,,Collingwood,-37.7953,144.9882,h,855000,3,14,3/05/2018,0.24,1,0
4/13 Alexander St,,,,Collingwood,-37.796,144.9911,u,457000,14,27,2/07/2020,0.45,3,63
1/60 Budd St,,,,Collingwood,-37.7961,144.9873,t,897500,3,4,24/10/2015,0.07,2,0
27/78 Oxford St,,,,Collingwood,-37.8035,144.985,u,865000,2,20,7/07/2020,0.33,1,361
82 Sackville St,,,,Collingwood,-37.7985,144.9883,h,1265000,2,148,1/03/2020,2.47,1,328
18 Derby St,,,,Collingwood,-37.8067,144.984,h,1260000,7,0,,,1,0
84 Budd St,,,,Collingwood,-37.7948,144.9875,h,1075000,2,40,25/03/2017,0.67,1,364
38/99 Oxford St,,,,Collingwood,-37.8037,144.9846,u,1470000,5,99,9/03/2020,2.45,1,180
2/13 Alexander St,,,,Collingwood,-37.796,144.9911,u,366000,3,46,16/03/2020,1.03,1,88
15/78 Oxford St,,,,Collingwood,-37.8035,144.985,u,461000,2,50,23/11/2019,0.84,1,232
6 Forest St,,,,Collingwood,-37.7964,144.9923,h,981000,1,199,13/03/2020,3.38,1,154
10/76 Oxford St,,,,Collingwood,-37.8035,144.985,u,683000,2,147,20/06/2020,2.45,1,270
98 Hotham St,,,,Collingwood,-37.7968,144.9924,h,1470000,4,90,6/08/2020,1.56,16,18
182 Keele St,,,,Collingwood,-37.7976,144.993,h,670000,2,6,24/01/2020,0.1,2,178
107/10 Stanley St,,,,Collingwood,-37.8019,144.9845,u,430000,30,5,26/06/2018,0.12,1,0
5/22 Stanley St,,,,Collingwood,-37.802,144.9848,u,515000,2,202,4/03/2020,3.36,2,0
5 Charlotte St,,,,Collingwood,-37.7962,144.9887,h,1000000,5,4,30/01/2020,0.07,1,352
2/60 Budd St,,,,Collingwood,-37.7961,144.9874,t,887500,3,94,10/10/2019,1.67,1,364
10/30 Mater St,,,,Collingwood,-37.7954,144.9868,u,713500,1,202,6/07/2020,3.39,4,351
8/79 Oxford St,,,,Collingwood,-37.8042,144.9845,u,1500000,1,136,7/03/2020,2.28,67,339
5/61 Little Oxford St,,,,Collingwood,-37.8046,144.984,u,672000,2,7,24/07/2019,0.12,2,0
31/78 Oxford St,,,,Collingwood,-37.8035,144.985,u,1215000,1,23,14/03/2020,0.39,2,364
8/115 Oxford St,,,,Collingwood,-37.8026,144.9848,u,800000,2,1,15/10/2015,0.02,3,0
12/120 Cambridge St,,,,Collingwood,-37.8046,144.9858,u,1645000,1,0,,,1,365
8/122 Sackville St,,,,Collingwood,-37.7988,144.9912,u,450000,4,0,,,1,0
29/78 Oxford St,,,,Collingwood,-37.8035,144.985,u,860000,7,2,13/07/2019,0.04,1,87
329 George St,,,,Doncaster,-37.7779,145.127,h,1924500,1,97,23/03/2020,1.62,67,341
2/20 Wetherby Rd,,,,Doncaster,-37.7887,145.1438,u,492500,2,46,14/02/2020,0.77,1,364
5 Boyd St,,,,Doncaster,-37.7942,145.1218,h,1403000,12,0,,,1,0
20 Finlayson St,,,,Doncaster,-37.7891,145.1073,h,1408000,2,37,7/02/2020,0.98,1,180
39 Frederick St,,,,Doncaster,-37.7915,145.1258,t,855000,6,43,9/02/2020,0.76,1,323
19 Hanke Rd,,,,Doncaster,-37.7912,145.1248,h,1450000,2,4,27/02/2017,0.07,2,232
47 Roseland Gr,,,,Doncaster,-37.7791,145.1328,h,1461800,1,1,27/10/2015,0.02,1,0
33 Thiele St,,,,Doncaster,-37.7827,145.1358,h,1396000,2,1,25/09/2015,0.02,1,0
12 Murillo Ct,,,,Doncaster,-37.7722,145.1309,h,1535000,2,1,15/12/2019,0.12,1,357
2 Nola St,,,,Doncaster,-37.781,145.1036,h,1125000,1,104,16/03/2020,1.74,1,71
8/3 Carnarvon St,,,,Doncaster,-37.7862,145.1235,u,700000,2,19,1/03/2020,0.32,6,362
1a Morris St,,,,Doncaster,-37.794,145.1178,h,1152000,2,17,9/02/2020,0.3,6,364
5 Arnold Gr,,,,Doncaster,-37.7869,145.1183,h,1868000,2,6,27/03/2020,0.14,6,364
72 Board St,,,,Doncaster,-37.7798,145.1319,h,920000,2,5,4/07/2020,0.12,6,364
22 Saxon St,,,,Doncaster,-37.7815,145.1279,h,1050000,2,52,9/03/2020,0.89,2,98
3/37 Highview Dr,,,,Doncaster,-37.7929,145.1338,u,910000,3,5,6/07/2019,0.14,5,365
3 Maralee Pl,,,,Doncaster,-37.7772,145.1157,h,1850000,1,40,29/11/2019,0.67,3,279
41 Pettys La,,,,Doncaster,-37.7912,145.1127,h,1225000,5,1,6/12/2019,0.12,9,270
33 Somerville St,,,,Doncaster,-37.778,145.1173,h,1316000,3,5,21/03/2020,0.11,3,365
6/14 Firth St,,,,Doncaster,-37.7868,145.1223,u,400000,3,1,27/11/2016,0.02,3,364
36 Henry St,,,,Doncaster,-37.7752,145.1317,h,1400000,7,1,2/10/2018,0.04,9,180
49 Burgundy Dr,,,,Doncaster,-37.7808,145.1185,h,2168000,3,7,19/03/2016,0.12,1,0
35 Bordeaux St,,,,Doncaster,-37.782,145.1194,h,1430000,7,0,,,9,180
4 Colston Cl,,,,Doncaster,-37.7955,145.139,h,1250000,5,0,,,1,0
5/333 George St,,,,Doncaster,-37.7776,145.1267,u,772000,4,1,8/02/2016,0.02,1,86
1 Graeme Cl,,,,Doncaster,-37.7738,145.1308,h,2000000,2,133,24/03/2020,2.29,6,75
10 Hampshire Rd,,,,Doncaster,-37.7946,145.1375,h,1300000,1,213,8/11/2019,3.57,4,0
28 Dunoon St,,,,Doncaster,-37.7939,145.1392,h,1468000,1,50,22/02/2020,0.86,3,0
9 Gilmore Rd,,,,Doncaster,-37.79,145.1309,h,1275000,2,52,19/03/2020,0.89,1,8
2 Ibis St,,,,Doncaster,-37.7856,145.1374,h,1200000,1,4,27/05/2016,0.07,1,181
3/36 Westfield Dr,,,,Doncaster,-37.7826,145.1274,u,655000,3,0,,,1,0
41 Highview Dr,,,,Doncaster,-37.7934,145.1336,h,1310000,1,0,,,1,0
1/10 Madeleine St,,,,Doncaster,-37.7743,145.1093,u,753000,9,4,26/11/2017,0.11,1,358
170 Ayr St,,,,Doncaster,-37.7735,145.1044,h,1250000,2,5,7/02/2016,0.09,1,263
768 Elgar Rd,,,,Doncaster,-37.7915,145.1224,h,1140000,3,0,,,1,0
41 Burgundy Dr,,,,Doncaster,-37.7807,145.1193,h,1180000,28,193,30/05/2020,3.25,1,277
18c High St,,,,Doncaster,-37.7863,145.106,t,746000,60,6,28/03/2016,0.1,1,364
19 Gilmore Rd,,,,Doncaster,-37.7892,145.131,h,1485000,2,14,10/07/2017,0.24,1,365
22 Menarra St,,,,Doncaster,-37.7816,145.1066,h,1190000,2,109,29/02/2020,1.92,1,224
31 Massey St,,,,Doncaster,-37.792,145.1077,h,900000,1,47,28/11/2019,0.79,5,354
4 Benton Ct,,,,Doncaster,-37.7813,145.1318,h,1250000,2,17,16/03/2020,0.29,1,363
2 Louise Ct,,,,Doncaster,-37.7848,145.1029,h,1030000,2,0,,,2,363
4/98 Church Rd,,,,Doncaster,-37.7888,145.138,t,985000,2,5,27/01/2020,0.09,2,363
15 Glenda St,,,,Doncaster,-37.7827,145.1051,h,1300000,1,0,,,1,0
1/1 Paul St,,,,Doncaster,-37.7874,145.1043,u,522500,6,18,25/11/2019,0.3,2,335
6 Santiago St,,,,Doncaster,-37.7903,145.1107,h,1510000,7,0,,,1,0
42 Studley Ct,,,,Doncaster,-37.78,145.1145,h,1460000,3,6,31/01/2020,0.1,1,0
30 Winbrook Ct,,,,Doncaster,-37.7814,145.1273,h,958000,2,78,5/11/2019,1.31,1,0
46 Winston Dr,,,,Doncaster,-37.7795,145.1294,h,1462500,1,260,14/03/2020,4.45,1,139
35 Bellara St,,,,Doncaster,-37.7927,145.1386,h,1430000,2,30,26/06/2020,0.51,2,365
33 Finlayson St,,,,Doncaster,-37.7887,145.1086,t,1350000,1,0,,,1,0
24 Outlook Dr,,,,Doncaster,-37.7902,145.1344,h,1250000,2,1,17/03/2019,0.06,2,0
7 Reddan Ct,,,,Doncaster,-37.7856,145.1088,h,1460800,3,122,15/05/2020,2.11,1,328
18 Roseland Gr,,,,Doncaster,-37.7798,145.1368,h,1152500,3,12,19/09/2016,0.2,1,201
5 Iskandar Pl,,,,Doncaster,-37.7863,145.1105,h,1650000,3,0,,,1,0
9 Ernst St,,,,Doncaster,-37.7753,145.1114,h,1474000,1,222,13/06/2020,3.74,31,171
3/6 Hepburn Rd,,,,Doncaster,-37.7882,145.1315,u,800000,4,121,27/06/2020,2.04,1,258
741 Elgar Rd,,,,Doncaster,-37.7934,145.1207,h,1391000,5,1,29/12/2015,0.02,1,0
4/20 Wetherby Rd,,,,Doncaster,-37.7887,145.1436,u,452000,2,96,19/08/2018,1.62,3,0
5 Warren St,,,,Doncaster,-37.7932,145.1123,h,1322000,2,93,15/04/2020,1.59,1,315
3/103 Church Rd,,,,Doncaster,-37.7881,145.1371,t,1102200,3,19,16/03/2020,0.32,1,363
378 Manningham Rd,,,,Doncaster,-37.7785,145.1212,h,1401000,1,193,20/03/2020,3.24,73,308
5 Robin Ct,,,,Doncaster,-37.7739,145.1287,h,1782000,3,7,7/04/2017,0.12,1,0
1/21 Nola St,,,,Doncaster,-37.7809,145.1061,u,735000,4,51,21/02/2020,0.87,7,44
12 Norfolk Cct,,,,Doncaster,-37.7954,145.1379,h,1520000,4,52,2/03/2020,0.88,7,86
4 Bellara St,,,,Doncaster,-37.7933,145.1417,h,990000,2,33,3/04/2020,0.55,1,365
16 Katrina St,,,,Doncaster,-37.7945,145.1172,h,1020000,3,1,10/01/2016,0.02,1,0
13b Outlook Dr,,,,Doncaster,-37.7901,145.1341,h,878000,2,6,25/08/2017,0.1,1,0
3/11 Frank St,,,,Doncaster,-37.7932,145.1275,t,973500,2,44,4/06/2020,0.75,3,89
183a High St,,,,Doncaster,-37.7749,145.1138,u,751800,5,48,29/02/2020,0.81,4,232
8 Howard Ct,,,,Doncaster,-37.7765,145.117,h,1100000,3,91,12/01/2019,1.56,1,0
394 Manningham Rd,,,,Doncaster,-37.7794,145.1224,h,1202000,2,79,3/03/2020,1.36,1,364
25 Outlook Dr,,,,Doncaster,-37.7894,145.1333,h,1362000,3,221,16/03/2020,3.73,1,0
7 Botanic Dr,,,,Doncaster,-37.7781,145.1337,h,1810000,31,106,20/06/2019,1.83,6,1
34 Ayr St,,,,Doncaster,-37.7837,145.1027,h,826000,4,65,7/08/2020,1.13,1,355
1 Crawford Rd,,,,Doncaster,-37.7774,145.1205,h,900000,28,117,26/03/2020,2.01,2,91
2 Eildon St,,,,Doncaster,-37.7942,145.1256,t,888000,2,0,,,1,365
6 Ashby Gr,,,,Eaglemont,-37.7674,145.0518,h,1901000,1,0,,,1,0
76 Castle St,,,,Eaglemont,-37.7594,145.0594,h,1650000,7,1,4/01/2018,0.03,1,0
27 Glen Dr,,,,Eaglemont,-37.7666,145.0591,h,1816000,15,14,29/01/2020,0.47,1,181
1/16 Cape St,,,,Eaglemont,-37.7612,145.0663,u,525000,1,325,27/06/2020,6.79,1,53
61 Glenard Dr,,,,Eaglemont,-37.7615,145.0705,h,2050000,2,14,27/01/2018,0.28,1,0
47 Ormond Rd,,,,Eaglemont,-37.7659,145.0585,h,1930000,1,0,,,1,0
24 Brooke St,,,,Eaglemont,-37.7676,145.0597,h,2850000,4,1,3/01/2016,0.02,1,0
14 Cumberland St,,,,Eaglemont,-37.7612,145.0676,h,2600000,1,79,12/06/2020,1.37,1,89
2/12 Ashby Gr,,,,Eaglemont,-37.7669,145.0521,u,600000,1,1,15/11/2015,0.02,2,0
34 Durham St,,,,Eaglemont,-37.7618,145.0649,h,1601000,1,74,22/02/2020,1.27,1,364
107 Banksia St,,,,Eaglemont,-37.7585,145.0568,h,1100000,10,0,,,1,0
8 Outlook Dr,,,,Eaglemont,-37.769,145.0616,h,2550000,7,2,15/02/2016,0.04,1,0
2/84 The Righi,,,,Eaglemont,-37.7623,145.0569,u,1190000,1,330,27/06/2020,5.76,1,365
13 Warne St,,,,Eaglemont,-37.765,145.0646,h,2012000,1,42,11/03/2020,0.76,2,365
20 Glenard Dr,,,,Eaglemont,-37.7652,145.0687,h,2309000,2,65,3/07/2020,1.15,4,11
30 Ross St,,,,Elsternwick,-37.8845,144.999,h,900000,2,24,2/07/2020,0.42,4,354
393 Kooyong Rd,,,,Elsternwick,-37.8912,145.0138,h,1625000,1,6,25/03/2018,0.1,1,88
4 Meaney St,,,,Elsternwick,-37.8829,145.0129,h,906000,2,1,20/10/2015,0.02,1,0
8 Ross St,,,,Elsternwick,-37.8852,144.9997,h,1100000,14,42,23/06/2020,0.74,63,211
52a Trevelyan St,,,,Elsternwick,-37.8904,145.013,u,930000,5,1,16/04/2017,0.02,1,364
4 Buxton St,,,,Elsternwick,-37.8885,145.0133,h,1755000,1,59,2/02/2020,1,67,34
44 Hartington St,,,,Elsternwick,-37.8916,145.0123,h,1400000,2,14,22/04/2019,0.26,1,0
1/34 Clarence St,,,,Elsternwick,-37.8922,145.0112,u,1240000,1,0,,,1,0
1/20 College St,,,,Elsternwick,-37.8951,145.0085,u,700000,1,0,,,1,0
4/585 Glen Huntly Rd,,,,Elsternwick,-37.8857,145.0136,u,591000,2,50,15/03/2020,0.95,1,363
14/18 King St,,,,Elsternwick,-37.8838,145.0095,u,537000,7,0,,,1,0
14 Prentice St,,,,Elsternwick,-37.8833,145.0118,h,1805000,3,25,11/03/2020,0.45,1,181
3/26 Ross St,,,,Elsternwick,-37.8847,144.9992,h,800000,7,8,31/12/2018,0.14,1,0
12 Rusden St,,,,Elsternwick,-37.8859,144.9994,h,965000,3,5,9/06/2020,0.68,1,149
2/21 Gisborne St,,,,Elsternwick,-37.8887,145.0046,h,1160000,2,0,,,1,0
11/39 Horne St,,,,Elsternwick,-37.8858,145.0012,t,820000,2,268,15/08/2020,4.56,1,331
17 Staniland Gr,,,,Elsternwick,-37.883,145.0043,h,2600000,1,16,16/05/2018,0.33,1,0
78a Allison Rd,,,,Elsternwick,-37.8824,145.0133,h,900000,3,3,30/12/2017,0.05,1,363
5 Baxter St,,,,Elsternwick,-37.8879,145.0134,h,1390000,1,10,23/01/2020,0.31,2,132
3/477 Kooyong Rd,,,,Elsternwick,-37.8961,145.0125,t,1071000,1,1,7/11/2015,0.02,1,0
21 Liscard St,,,,Elsternwick,-37.8789,145.0048,h,1800000,7,4,4/04/2016,0.07,2,180
2 Park St,,,,Elsternwick,-37.8817,145.0126,h,2345000,14,137,15/03/2020,2.34,2,91
5/16 St Georges Rd,,,,Elsternwick,-37.8829,145.0033,u,741000,2,1,25/10/2015,0.02,1,0
12/66 Riddell Pde,,,,Elsternwick,-37.8889,145.0043,u,626000,2,88,7/03/2020,1.55,1,113
1 Bent St,,,,Elsternwick,-37.8807,145.0005,h,2160000,2,34,4/11/2019,0.64,4,322
15 Murray St,,,,Elsternwick,-37.8844,145.0117,h,3000000,2,9,7/07/2016,0.15,1,0
25 Prentice St,,,,Elsternwick,-37.8831,145.0127,h,1500000,1,5,23/12/2017,0.09,1,364
9 Ripon Gr,,,,Elsternwick,-37.883,144.999,h,1650000,3,1,25/01/2016,0.02,1,0
17/39 Horne St,,,,Elsternwick,-37.8861,145.0014,t,850000,1,11,6/11/2019,0.55,4,0
87 Orrong Rd,,,,Elsternwick,-37.8813,145.0063,h,1750000,1,0,,,1,0
31 Prentice St,,,,Elsternwick,-37.8832,145.0133,h,1450000,1,171,16/03/2020,2.89,1,364
20 Shoobra Rd,,,,Elsternwick,-37.8871,145.0081,h,2806000,1,14,20/02/2020,0.24,1,360
1/28 Clarence St,,,,Elsternwick,-37.8921,145.0106,u,782000,3,134,23/02/2020,2.26,2,181
5/39 Horne St,,,,Elsternwick,-37.8855,145.001,h,1007000,4,272,3/08/2020,4.69,8,180
3 Clarence St,,,,Elsternwick,-37.892,145.008,h,1450000,2,2,3/01/2016,0.04,1,0
37/2 Gordon St,,,,Elsternwick,-37.8822,144.9994,u,500000,1,18,14/03/2020,0.6,2,365
53 Shoobra Rd,,,,Elsternwick,-37.8897,145.008,h,2600000,1,5,30/11/2019,0.17,2,365
22 Ross St,,,,Elsternwick,-37.8849,144.9993,h,895000,2,156,30/03/2020,2.67,2,167
5/33 Nepean Hwy,,,,Elsternwick,-37.8868,145,t,751000,3,49,30/06/2020,1.57,1,84
22 Carlingford St,,,,Elsternwick,-37.8891,145.0102,h,2050000,4,47,14/06/2020,0.81,7,87
275 Kooyong Rd,,,,Elsternwick,-37.8831,145.0153,h,1605000,4,36,19/03/2020,0.61,7,81
5/29 Nepean Hwy,,,,Elsternwick,-37.8863,144.9996,u,410000,2,0,,,1,0
8/66 Riddell Pde,,,,Elsternwick,-37.8889,145.0043,u,577000,2,20,1/07/2020,0.34,1,325
8/44 Southey St,,,,Elwood,-37.8761,144.9871,u,520000,3,171,29/06/2020,2.96,1,26
1/10 Wilton Gr,,,,Elwood,-37.8831,144.9801,t,1350000,5,0,,,1,0
9/400 Barkly St,,,,Elwood,-37.882,144.9785,u,392500,4,20,15/12/2019,0.34,1,0
2/131 Brighton Rd,,,,Elwood,-37.8752,144.9911,u,507000,2,152,1/02/2020,2.6,1,48
6/217 Brighton Rd,,,,Elwood,-37.8802,144.9942,u,525000,2,7,27/10/2018,0.13,1,364
31 Goldsmith St,,,,Elwood,-37.8787,144.985,h,2116000,3,110,1/04/2020,1.87,1,24
4/6 May St,,,,Elwood,-37.8791,144.9923,u,750000,2,83,16/03/2020,1.41,2,321
10/125 Ormond Rd,,,,Elwood,-37.8857,144.9884,u,510000,2,69,8/07/2020,1.19,1,327
6/14 Shelley St,,,,Elwood,-37.8808,144.9847,u,599999,5,4,20/11/2015,0.07,1,0
14/9 Southey St,,,,Elwood,-37.8749,144.9842,u,300000,7,78,29/06/2020,1.36,2,365
4 Wilton Gr,,,,Elwood,-37.8829,144.9797,t,1395000,1,4,1/11/2015,0.07,1,0
12/27 Dickens St,,,,Elwood,-37.8725,144.9848,u,855000,14,5,17/02/2017,0.1,1,0
301/35 Ormond Rd,,,,Elwood,-37.8831,144.9841,u,1050000,1,0,,,1,0
6/57 Ormond Esp,,,,Elwood,-37.8867,144.9836,u,955000,1,92,2/02/2020,1.56,2,363
5/39 Shelley St,,,,Elwood,-37.881,144.9837,u,680000,1,9,24/09/2019,0.16,2,364
59 Spray St,,,,Elwood,-37.8846,144.9879,h,1911000,4,71,16/03/2020,1.22,7,77
8/203 Brighton Rd,,,,Elwood,-37.8794,144.9938,u,790000,3,57,27/06/2020,1.01,1,320
9/63 Ormond Rd,,,,Elwood,-37.8839,144.9855,u,550000,2,122,2/09/2019,2.07,1,0
7/8 John St,,,,Elwood,-37.8785,144.9885,u,357000,1,1,18/10/2015,0.02,1,0
103/115 Tennyson St,,,,Elwood,-37.8818,144.9918,u,685000,2,123,18/04/2020,2.11,1,0
7 Moore St,,,,Elwood,-37.8778,144.9904,h,1210000,21,3,13/06/2016,0.05,4,89
5/3 Ruskin St,,,,Elwood,-37.874,144.9819,u,825000,7,0,,,1,2
31 Shelley St,,,,Elwood,-37.881,144.9841,h,1050000,3,399,21/07/2020,7.92,7,327
1/99 Spray St,,,,Elwood,-37.8831,144.9855,u,632000,7,0,,,1,0
2/23 Foam St,,,,Elwood,-37.885,144.991,u,582500,1,2,18/12/2015,0.03,1,0
2/147 Glen Huntly Rd,,,,Elwood,-37.8831,144.9918,u,485000,28,222,8/08/2020,3.94,2,365
3/9 Poets Gr,,,,Elwood,-37.8815,144.9903,u,660000,3,45,13/03/2020,0.78,2,356
2/6 Southey St,,,,Elwood,-37.874,144.9835,u,575000,1,76,9/03/2020,1.29,3,0
6/43 Milton St,,,,Elwood,-37.8757,144.9853,u,590000,1,17,1/07/2017,0.29,1,0
76 Byron St,,,,Elwood,-37.8789,144.9836,h,1238000,7,4,23/01/2017,0.07,1,0
1/6 May St,,,,Elwood,-37.8791,144.9923,u,640000,4,6,23/04/2017,0.11,1,0
7/122 Glen Huntly Rd,,,,Elwood,-37.8831,144.9896,u,510000,1,67,25/03/2020,1.16,1,365
4/5 Southey Ct,,,,Elwood,-37.8758,144.9874,u,717000,2,27,25/10/2018,0.46,1,0
32 Burns St,,,,Elwood,-37.882,144.993,h,1875000,2,197,21/03/2020,3.35,22,344
21 Clarke St,,,,Elwood,-37.8778,144.9866,h,1180000,4,123,21/07/2020,2.1,3,365
22/29 Dickens St,,,,Elwood,-37.8726,144.9846,u,780000,6,4,2/02/2020,0.21,1,89
2/509 St Kilda St,,,,Elwood,-37.8843,144.9917,h,878500,1,0,,,1,0
5 Tiuna Gr,,,,Elwood,-37.8839,144.9831,h,3572000,1,38,16/02/2020,0.65,2,364
1/48 Ormond Rd,,,,Elwood,-37.8844,144.9855,u,1015000,1,22,2/02/2020,0.37,2,364
3/44 Scott St,,,,Elwood,-37.8808,144.9893,t,940000,1,111,24/05/2018,1.91,1,0
1/125 Glen Huntly Rd,,,,Elwood,-37.8828,144.9897,u,630000,2,1,2/04/2018,0.03,16,0
17 Addison St,,,,Elwood,-37.875,144.9813,h,1700000,21,4,20/02/2020,0.07,4,89
5/15 Dickens St,,,,Elwood,-37.8716,144.9869,u,686000,1,0,,,1,358
2/21 Milton St,,,,Elwood,-37.8751,144.987,u,560000,2,41,22/02/2020,0.7,1,104
